StoreID,DayOfWeek,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday,StoreType,Assortment
81,Wednesday,10837,,Yes,Yes,None,No,Type B,Extra
5,Sunday,,495,Yes,Yes,Easter Holiday,Yes,Type D,Basic
29,Saturday,5056,889,Yes,Yes,None,Yes,Type A,Basic
,Thursday,,1527,Yes,Yes,None,,Type D,
10,Tuesday,15347,,Yes,,None,Yes,Type C,
,Thursday,2689,1764,Yes,Yes,None,Yes,Type D,Extra
,,4917,1409,No,Yes,None,No,Type A,Extra
74,Monday,3936,1505,No,No,None,,Type D,Basic
17,Friday,4862,964,No,Yes,None,Yes,Type B,Basic
84,Friday,,1915,Yes,No,None,Yes,Type B,Basic
88,Wednesday,15318,1393,Yes,Yes,None,No,Type B,Basic
,Sunday,16300,1415,Yes,No,Easter Holiday,No,Type C,Extra
34,Saturday,,1576,Yes,Yes,None,No,,Extended
,Thursday,19203,1838,Yes,No,None,Yes,Type B,Extra
53,Monday,16674,123,Yes,Yes,None,Yes,Type D,Extra
66,Friday,18726,,Yes,,None,Yes,Type A,Extra
77,,6560,1986,Yes,No,,Yes,Type A,Extended
43,Thursday,16451,,Yes,Yes,None,Yes,Type C,Extra
75,Friday,19610,1584,Yes,Yes,None,Yes,Type D,Extended
,Friday,2079,,Yes,No,Public Holiday,No,Type A,Basic
55,Monday,14983,,Yes,No,Public Holiday,No,Type C,Extra
80,Monday,16327,1840,Yes,Yes,None,Yes,Type C,Basic
95,Friday,13755,763,Yes,Yes,None,No,Type B,
75,Tuesday,8235,537,Yes,,,No,Type A,Basic
16,Friday,18197,1661,No,Yes,None,Yes,Type D,Extra
8,Saturday,3031,805,,No,Easter Holiday,Yes,Type A,Basic
4,Friday,9514,1459,Yes,Yes,None,Yes,Type A,Extra
4,Wednesday,10095,521,Yes,Yes,None,Yes,Type D,Basic
56,Sunday,,1873,Yes,No,None,Yes,Type D,Extra
25,Wednesday,6911,420,Yes,Yes,None,Yes,Type B,Extra
67,Wednesday,12695,,Yes,Yes,None,No,Type C,Extra
96,Tuesday,4340,,Yes,Yes,None,Yes,Type D,Basic
67,Tuesday,8876,1046,No,Yes,None,Yes,Type D,Extra
27,Friday,16896,1286,Yes,Yes,None,Yes,Type A,Basic
93,Wednesday,13435,1934,Yes,Yes,None,Yes,Type D,
,Tuesday,2141,1664,Yes,Yes,Public Holiday,Yes,Type D,Basic
50,Monday,10281,1288,Yes,Yes,Christmas,Yes,Type A,Basic
61,,3038,,Yes,Yes,None,No,Type A,Extra
51,Saturday,,1821,Yes,Yes,None,Yes,Type A,Basic
19,Sunday,11046,1689,Yes,Yes,None,,Type B,Extended
21,Thursday,5683,1418,Yes,Yes,,Yes,,Extra
5,Friday,,141,Yes,Yes,Christmas,Yes,Type D,Basic
,Thursday,8116,1408,Yes,Yes,None,Yes,Type A,Basic
92,Wednesday,2784,1038,Yes,Yes,None,Yes,Type A,Extra
42,,4786,486,Yes,Yes,Christmas,No,Type C,Extra
61,Thursday,10190,1261,No,No,None,Yes,,Basic
22,Wednesday,6428,1310,Yes,Yes,None,Yes,,Basic
21,Monday,7681,1009,Yes,No,Christmas,Yes,,Extra
70,Thursday,7893,815,Yes,No,,Yes,Type B,Extra
1,Sunday,13661,530,Yes,Yes,None,Yes,,Extended
5,Friday,15892,653,No,Yes,,Yes,Type A,Extended
12,Wednesday,10643,1985,Yes,No,None,,Type C,Extended
90,Friday,10943,,Yes,Yes,None,Yes,,Extra
46,Sunday,11472,,Yes,No,None,,Type C,Extra
34,Tuesday,13992,525,Yes,Yes,None,Yes,Type B,Extra
49,Wednesday,12126,1539,Yes,,None,Yes,Type D,Basic
,Thursday,7869,125,Yes,Yes,None,Yes,Type B,Extra
90,Wednesday,8669,1494,Yes,Yes,None,Yes,Type C,Basic
,Friday,,484,Yes,Yes,Christmas,,Type A,Extra
27,Monday,11065,155,,,None,Yes,Type B,Extra
73,Wednesday,11171,1376,No,No,None,Yes,Type A,Basic
26,Thursday,18696,,Yes,No,None,Yes,Type C,Extra
47,Tuesday,3962,205,Yes,Yes,Public Holiday,Yes,Type B,Extra
86,,14851,1253,Yes,No,None,,Type A,
56,Monday,,948,Yes,No,None,Yes,Type B,Extended
94,Tuesday,6296,769,Yes,No,None,,Type C,Extra
63,Wednesday,15745,475,Yes,Yes,None,Yes,Type D,Basic
48,Friday,6730,842,Yes,No,None,Yes,Type C,Basic
61,Sunday,14921,1066,Yes,Yes,None,Yes,Type D,
81,Friday,1126,407,Yes,Yes,,Yes,Type D,Extra
26,Thursday,6602,190,Yes,No,None,,Type C,Basic
36,Friday,18575,1516,Yes,Yes,Easter Holiday,No,Type A,Extended
1,Monday,13581,1657,Yes,Yes,Easter Holiday,No,,Basic
8,Friday,16997,901,Yes,No,Easter Holiday,Yes,Type B,Extra
99,Thursday,18750,209,Yes,Yes,Christmas,Yes,Type B,Extended
52,Saturday,10211,1684,No,No,Public Holiday,Yes,Type D,Basic
79,Wednesday,15997,1764,,No,None,Yes,Type D,Extended
,,7671,684,Yes,Yes,None,No,,Basic
56,Wednesday,13271,439,Yes,Yes,None,No,Type A,
86,Friday,9876,1688,Yes,No,Easter Holiday,Yes,Type C,
,,3887,1078,Yes,Yes,None,Yes,Type C,Basic
90,,10654,455,Yes,No,None,Yes,Type A,Basic
28,Saturday,5086,267,Yes,No,None,Yes,Type D,Extended
87,Friday,19645,656,,,Public Holiday,Yes,Type C,Extended
78,Sunday,5180,1575,Yes,Yes,None,Yes,Type C,Extended
88,Thursday,3841,1004,Yes,No,None,Yes,Type D,Extended
,Saturday,7040,204,Yes,Yes,None,Yes,Type B,Basic
26,Friday,11304,249,Yes,Yes,None,Yes,Type A,Basic
14,Saturday,5758,245,Yes,No,None,No,Type A,
59,Wednesday,18010,815,Yes,No,None,No,,Extra
56,Sunday,17234,973,Yes,Yes,None,,,Extended
7,Thursday,6014,398,Yes,Yes,Christmas,Yes,Type B,Basic
,Friday,2375,1290,Yes,Yes,None,Yes,Type C,Extended
23,Monday,2181,1836,Yes,No,None,No,,Extended
18,,,745,Yes,No,None,Yes,Type A,
38,Monday,4729,822,Yes,No,None,No,Type C,Extended
99,Saturday,,1171,No,Yes,None,Yes,Type D,Extended
15,Tuesday,19324,,Yes,No,None,Yes,Type D,Extended
64,,2882,338,Yes,No,Easter Holiday,Yes,Type C,Extended
89,,3987,1130,Yes,Yes,None,,Type A,Extended
,Monday,6585,563,Yes,Yes,None,Yes,Type A,Basic
74,Wednesday,4159,552,Yes,No,Christmas,Yes,Type A,Basic
39,,5530,883,Yes,Yes,Public Holiday,No,Type B,Extended
57,Tuesday,18065,,Yes,Yes,None,Yes,Type D,Extended
17,Thursday,2073,470,Yes,Yes,,Yes,Type A,Extended
86,Thursday,14743,1672,Yes,Yes,,Yes,Type D,Extra
90,Thursday,19771,586,Yes,Yes,,Yes,Type D,Extended
44,Saturday,3693,1334,Yes,,Christmas,Yes,Type A,Extra
25,Sunday,10562,264,Yes,No,,Yes,Type C,Extra
17,Sunday,5340,,Yes,,None,No,Type C,Extra
13,Tuesday,3156,1460,Yes,No,None,Yes,Type D,Basic
84,Thursday,17184,291,Yes,Yes,None,No,,Extra
25,Saturday,8966,829,Yes,No,Easter Holiday,,Type D,Extended
68,Wednesday,3580,313,Yes,No,Easter Holiday,No,Type D,Extended
,Monday,8257,673,Yes,Yes,,Yes,Type C,Basic
67,Saturday,3159,1451,,Yes,None,Yes,Type A,Basic
18,Sunday,17172,1056,Yes,Yes,None,Yes,Type A,Extended
86,Sunday,14900,,No,No,None,No,Type B,Basic
34,Wednesday,12440,772,Yes,Yes,None,Yes,Type C,Basic
8,Wednesday,15678,1701,Yes,,None,No,Type C,Extra
40,Monday,15436,,,Yes,None,Yes,Type D,Extra
83,,13021,338,Yes,Yes,None,Yes,Type C,Basic
42,Tuesday,7772,1655,,No,None,Yes,Type D,Extended
41,Monday,2627,799,Yes,Yes,Christmas,Yes,Type B,Extra
6,Wednesday,12664,1205,,,None,No,Type C,Extended
52,Friday,9219,1486,Yes,No,Easter Holiday,Yes,Type C,Basic
26,Saturday,19369,604,Yes,No,None,Yes,Type D,Extended
64,Wednesday,10713,301,Yes,Yes,None,Yes,Type C,Extended
98,,9488,1019,Yes,Yes,None,Yes,Type A,Extended
59,Thursday,3181,1627,,,None,Yes,Type B,Extended
56,Wednesday,12594,1767,Yes,,None,Yes,Type A,Basic
59,Sunday,19680,136,Yes,,None,Yes,Type D,Basic
70,Sunday,8164,743,Yes,Yes,None,,Type D,Extra
33,Sunday,19981,1712,Yes,Yes,None,Yes,Type D,Extra
53,Thursday,1901,1724,Yes,,None,Yes,Type B,Extra
,Sunday,10290,1525,Yes,No,None,Yes,,Extra
21,Friday,19061,864,Yes,No,None,No,Type A,Extended
70,Wednesday,3881,1979,Yes,Yes,None,No,Type C,
70,,14058,805,Yes,No,None,No,Type D,Extra
4,Monday,6622,1299,Yes,Yes,None,No,Type C,Extended
94,Thursday,2378,644,Yes,Yes,Christmas,Yes,Type B,Basic
75,Friday,18632,1693,Yes,No,None,Yes,Type D,Extra
62,Monday,6650,1590,Yes,Yes,Easter Holiday,Yes,Type C,
62,,13433,1324,Yes,Yes,None,Yes,Type A,Extra
94,Monday,10456,639,Yes,No,None,Yes,,Basic
,Monday,8036,1670,Yes,Yes,None,No,Type D,Extra
24,Wednesday,7487,1116,Yes,Yes,None,Yes,Type B,Basic
55,Sunday,18442,1760,Yes,Yes,Public Holiday,Yes,Type B,Basic
9,Saturday,19432,493,Yes,Yes,Public Holiday,Yes,Type A,Extra
3,Wednesday,5248,932,No,No,None,Yes,Type C,Basic
31,,19860,1165,Yes,Yes,Public Holiday,Yes,Type C,Extra
40,Friday,5603,696,Yes,No,None,Yes,Type D,Extra
36,Friday,13632,492,Yes,Yes,None,Yes,Type D,Extended
24,Sunday,1220,799,Yes,Yes,None,No,Type C,
95,Saturday,15226,1746,Yes,Yes,,No,Type C,Extra
6,Friday,5818,1906,Yes,No,None,Yes,Type C,Extra
66,Sunday,8349,540,Yes,,Easter Holiday,Yes,,Extra
84,Sunday,6618,,Yes,,None,Yes,,Extended
,Tuesday,10856,1740,Yes,Yes,None,Yes,Type B,Extended
75,Saturday,5576,1629,Yes,No,None,Yes,Type A,Extended
4,Friday,19255,1017,Yes,,None,No,Type C,Extended
79,,16207,419,Yes,,,Yes,Type C,Basic
6,Wednesday,2462,652,Yes,No,None,Yes,Type C,Extra
94,Wednesday,,1338,Yes,Yes,Easter Holiday,,Type A,Extended
,Saturday,17252,1194,Yes,No,None,Yes,,
62,Tuesday,9236,,Yes,Yes,None,,Type B,Extended
57,Tuesday,,1018,Yes,Yes,Easter Holiday,Yes,,Extra
66,Saturday,3068,335,Yes,Yes,None,Yes,Type A,Basic
79,Friday,6753,1404,Yes,Yes,,Yes,Type D,Extended
75,Thursday,8237,,Yes,Yes,None,No,Type D,Basic
8,,15175,1740,Yes,,None,No,Type B,Basic
26,Monday,7191,1285,Yes,Yes,None,,Type B,Extra
51,Wednesday,18898,1314,Yes,Yes,Easter Holiday,Yes,Type B,Extended
45,Saturday,19982,1132,Yes,Yes,,Yes,Type D,Basic
44,Monday,15622,159,No,No,None,Yes,Type C,Extra
5,Saturday,2001,992,Yes,No,None,No,Type A,Extra
70,Sunday,18417,1940,Yes,No,None,Yes,,Extra
26,Wednesday,15877,324,Yes,Yes,None,Yes,Type C,
68,Wednesday,11232,1942,Yes,Yes,None,Yes,Type D,Extra
,Tuesday,5476,799,Yes,,None,No,Type D,Extra
84,Tuesday,17862,681,No,No,Easter Holiday,No,Type A,Extra
97,Monday,,1928,Yes,No,None,,Type B,Basic
20,Sunday,13478,1410,No,Yes,None,Yes,,Extra
12,Saturday,2191,1093,Yes,Yes,None,Yes,Type A,Basic
47,Sunday,,268,Yes,No,None,Yes,,Extra
1,Wednesday,,1185,Yes,Yes,Easter Holiday,Yes,Type C,Basic
90,Monday,7297,1472,Yes,Yes,None,No,Type C,Basic
14,Thursday,17655,1565,Yes,No,None,Yes,Type C,Extended
64,Monday,9334,113,Yes,No,None,No,Type C,Extended
,,7008,263,Yes,Yes,None,No,Type C,Extended
37,,8987,,Yes,Yes,None,Yes,Type C,Basic
11,Sunday,4332,856,Yes,No,None,Yes,,Extra
77,Friday,1787,1970,Yes,Yes,Easter Holiday,No,Type A,Extra
3,Friday,7222,,Yes,No,None,Yes,Type D,Basic
33,Friday,10873,1789,Yes,No,None,Yes,Type C,Extra
6,Thursday,18006,1671,Yes,No,None,Yes,Type B,Basic
,,4676,1683,Yes,No,None,Yes,Type A,
10,Sunday,3572,1720,Yes,Yes,,Yes,Type A,Basic
5,Monday,7915,1151,Yes,Yes,,Yes,Type A,Extended
23,Thursday,6033,,Yes,Yes,,Yes,Type C,Extended
10,Wednesday,8788,545,,Yes,,,,Extra
44,,16689,1331,Yes,Yes,,Yes,,Extra
2,Sunday,,1593,Yes,Yes,Public Holiday,Yes,Type C,
13,Sunday,5712,815,Yes,No,None,Yes,Type A,
40,Monday,1066,1075,No,,None,Yes,Type A,
2,Tuesday,16855,918,Yes,Yes,None,Yes,Type B,Extended
84,Saturday,13478,203,Yes,Yes,None,Yes,Type B,Basic
65,Saturday,8533,841,No,Yes,None,,,Extra
,Thursday,16103,525,No,Yes,None,Yes,Type B,Extended
73,Saturday,5616,1224,No,Yes,None,No,Type D,Basic
17,Sunday,14277,1664,Yes,Yes,Easter Holiday,Yes,Type B,Basic
,Saturday,18524,738,Yes,No,None,Yes,Type A,Basic
75,Wednesday,,949,Yes,No,None,,Type C,Extended
15,,11724,1645,Yes,No,Easter Holiday,No,Type C,Basic
24,Wednesday,12772,1229,Yes,Yes,None,Yes,Type D,Extra
38,Saturday,17268,,Yes,Yes,None,Yes,Type C,Basic
35,Thursday,13940,868,,Yes,None,Yes,Type C,Basic
94,,17932,,Yes,Yes,None,Yes,Type B,Extended
95,Friday,15643,376,Yes,Yes,None,Yes,Type A,Basic
49,Tuesday,,1188,,Yes,None,Yes,Type C,Extended
69,Friday,17955,1906,Yes,No,Easter Holiday,No,Type A,Extended
62,Friday,18174,999,Yes,Yes,None,Yes,Type B,Extra
60,Wednesday,10830,287,Yes,Yes,None,No,Type B,Basic
50,Wednesday,14798,1440,Yes,,None,Yes,Type C,Extra
78,Saturday,18558,1261,No,Yes,None,Yes,Type C,Extra
75,Tuesday,,1466,,No,Easter Holiday,,Type B,Basic
9,Monday,1178,204,Yes,Yes,None,,Type B,Basic
34,Sunday,19628,645,Yes,,None,Yes,,Extended
76,Tuesday,18118,479,Yes,,None,Yes,Type D,Basic
99,Tuesday,1798,209,Yes,Yes,None,No,Type A,Extended
35,Thursday,8601,644,Yes,,None,Yes,Type B,Extra
1,,3795,453,Yes,No,None,Yes,Type A,Extra
40,Thursday,13496,842,,No,None,Yes,Type B,Extended
64,Tuesday,5588,416,Yes,No,None,No,Type A,Basic
22,Tuesday,,1389,Yes,Yes,None,No,Type D,Basic
,Tuesday,4084,1817,,Yes,None,Yes,Type B,Extended
64,Friday,12110,1975,Yes,Yes,None,Yes,Type B,Extra
93,Sunday,1731,1188,Yes,No,Easter Holiday,No,Type A,Extended
72,Sunday,2129,432,Yes,No,None,,Type A,Basic
11,Thursday,2605,1636,Yes,No,Easter Holiday,Yes,Type C,
14,,12970,1256,Yes,Yes,None,,Type C,Extended
60,Sunday,11937,691,,Yes,None,,Type D,Basic
30,Wednesday,12362,,Yes,Yes,None,Yes,Type B,
35,Sunday,3933,1876,No,Yes,None,Yes,Type B,Extended
85,Saturday,,639,,Yes,None,Yes,Type A,Extra
37,Saturday,6074,834,Yes,,None,No,Type D,Extra
,Sunday,15037,1658,Yes,No,None,Yes,Type B,Extended
83,,,1619,Yes,Yes,None,Yes,Type D,Extended
78,Saturday,18874,,Yes,Yes,None,No,Type C,
26,Friday,1893,718,Yes,Yes,None,Yes,Type A,Basic
62,Sunday,2390,1780,Yes,,None,Yes,Type B,Extended
4,Friday,5239,1492,Yes,No,None,Yes,Type A,Extended
89,Sunday,19647,1989,Yes,Yes,,Yes,Type C,Basic
42,,4432,1008,Yes,Yes,None,Yes,Type D,Basic
89,Monday,3371,1774,Yes,No,None,Yes,Type D,
18,Monday,2515,1919,Yes,Yes,None,Yes,Type C,Extended
,Saturday,16906,1933,Yes,Yes,None,Yes,Type C,Extended
72,Friday,7326,1091,Yes,No,None,No,Type B,Basic
39,Friday,15605,198,Yes,No,,,Type B,Extra
14,Friday,6586,416,Yes,Yes,None,Yes,Type B,Extra
32,Wednesday,3917,222,Yes,Yes,Easter Holiday,Yes,Type B,Basic
51,Friday,16901,,Yes,Yes,None,Yes,Type B,Extended
38,Wednesday,18551,898,Yes,No,Easter Holiday,,Type D,Extended
97,Monday,4793,1716,Yes,Yes,Public Holiday,Yes,Type B,Extra
23,Monday,10947,1618,Yes,No,None,Yes,Type C,Basic
63,Saturday,16859,556,Yes,No,None,Yes,Type C,Extra
15,Sunday,2577,621,Yes,No,,,Type B,Extra
97,Monday,10488,,No,Yes,None,,Type C,Basic
25,Sunday,19604,1016,Yes,Yes,Christmas,Yes,Type A,Extra
17,Sunday,10164,816,Yes,Yes,Christmas,Yes,Type D,Extended
97,Saturday,2030,414,Yes,No,None,Yes,Type D,Extra
66,,16881,808,Yes,Yes,Easter Holiday,No,Type B,Basic
78,Tuesday,11785,809,Yes,Yes,Easter Holiday,Yes,Type A,Extended
53,Thursday,7691,1665,Yes,Yes,None,No,Type B,Extended
51,,18297,1602,No,Yes,None,No,Type B,Extra
39,Thursday,7358,1143,,Yes,,Yes,Type C,Extended
51,Thursday,19565,659,Yes,,None,No,Type D,Basic
70,Tuesday,2462,1068,Yes,Yes,None,Yes,Type A,Extra
6,Saturday,16511,1253,,Yes,None,No,Type C,Extended
67,Tuesday,11570,1416,Yes,Yes,None,Yes,Type D,Basic
7,Thursday,16897,1255,,No,None,,Type D,Extra
51,Saturday,12646,,Yes,No,Easter Holiday,Yes,Type B,Basic
72,Thursday,16474,1177,Yes,Yes,None,Yes,Type A,Extended
42,Friday,8037,989,Yes,Yes,None,No,Type B,Extra
64,Sunday,10499,892,Yes,,,Yes,Type C,Extra
,Saturday,,1510,Yes,Yes,None,Yes,Type B,Extended
29,Saturday,7221,364,Yes,Yes,None,Yes,Type B,Basic
33,Sunday,8769,1081,Yes,Yes,None,Yes,Type D,
,Thursday,18071,1338,Yes,Yes,None,,Type D,Extra
27,Friday,15356,1583,Yes,Yes,,Yes,Type C,Extra
36,Wednesday,19278,1581,No,No,None,Yes,Type D,Extended
,Sunday,8389,901,,No,None,,Type D,
38,Tuesday,5922,142,Yes,Yes,None,Yes,,Extended
57,Thursday,14639,1709,Yes,Yes,Easter Holiday,Yes,Type B,Basic
,Sunday,11003,961,Yes,Yes,None,No,Type A,Basic
27,Sunday,6178,1401,Yes,Yes,Public Holiday,Yes,,Extra
55,,16240,1961,Yes,Yes,None,Yes,Type B,Basic
33,Tuesday,4968,1877,Yes,Yes,Easter Holiday,Yes,Type C,Extra
,,,,Yes,No,None,,Type B,Basic
86,Tuesday,17574,449,Yes,Yes,,Yes,Type C,Basic
66,Sunday,14511,1829,Yes,No,None,Yes,Type D,Extra
10,Wednesday,18719,1667,Yes,Yes,Easter Holiday,Yes,Type C,
5,Monday,9181,,Yes,Yes,,Yes,Type A,Extended
74,Thursday,13995,1011,Yes,,Easter Holiday,Yes,Type C,Basic
97,Monday,12298,1839,Yes,Yes,None,Yes,Type A,Extra
38,,17762,100,Yes,No,None,Yes,Type C,Extra
13,Monday,7380,1880,Yes,Yes,None,Yes,Type D,Extended
31,Sunday,1615,683,Yes,Yes,None,Yes,Type C,Basic
47,Monday,,531,Yes,Yes,None,Yes,Type B,Extended
88,Tuesday,19138,1429,Yes,Yes,None,Yes,Type D,Basic
52,Friday,,,Yes,Yes,None,Yes,,Extended
,Tuesday,10158,,Yes,Yes,,Yes,Type B,Extra
,Tuesday,4158,1039,Yes,No,None,Yes,Type D,
29,Saturday,,619,Yes,No,None,Yes,,Extended
8,Saturday,5938,1453,Yes,Yes,Easter Holiday,Yes,Type B,Basic
5,Monday,6417,1681,,Yes,None,Yes,Type D,Basic
29,Sunday,9881,1448,Yes,Yes,None,Yes,Type D,Extra
,Tuesday,6603,1237,Yes,Yes,None,Yes,Type D,Basic
68,Monday,3212,246,Yes,No,,Yes,Type D,Extended
76,Saturday,17766,,Yes,No,,Yes,Type C,Extended
45,Friday,19640,,Yes,,None,Yes,Type D,Basic
2,,12695,,Yes,Yes,Christmas,Yes,Type D,Extra
27,Monday,18796,728,No,No,,No,,Extra
95,Friday,10775,,Yes,No,None,Yes,Type C,Extra
36,,15559,1399,Yes,,None,Yes,Type A,
36,Wednesday,7146,888,Yes,Yes,None,Yes,Type D,Extra
,Monday,,949,Yes,Yes,None,,Type A,Extended
43,Monday,6565,1948,,,Easter Holiday,Yes,,Basic
27,Wednesday,9802,277,Yes,Yes,None,Yes,Type B,Extended
69,Wednesday,9307,941,Yes,,Easter Holiday,Yes,Type B,Extra
20,Monday,8437,1477,Yes,Yes,None,No,,Extra
11,Wednesday,1446,1277,Yes,Yes,None,Yes,Type C,Basic
74,Tuesday,2391,1324,Yes,Yes,,No,Type D,Basic
38,,12516,977,,No,None,Yes,Type D,Basic
6,Thursday,18724,1238,Yes,Yes,,Yes,Type D,
72,Thursday,16454,1794,Yes,No,Christmas,Yes,Type B,Basic
23,Tuesday,,1677,Yes,Yes,None,Yes,Type B,Extended
47,Sunday,15998,858,No,No,None,Yes,Type D,Extra
90,Wednesday,6969,1191,Yes,No,,Yes,,Extended
46,Friday,10265,1568,Yes,Yes,None,Yes,Type B,Basic
,Wednesday,16861,544,No,No,None,Yes,Type D,Extended
90,Monday,6454,1449,Yes,Yes,None,Yes,,Extended
13,Saturday,4150,1969,Yes,Yes,None,,Type D,Extended
62,Thursday,16386,,Yes,Yes,Public Holiday,No,Type B,Basic
82,Wednesday,7414,,Yes,No,None,Yes,Type C,Extended
89,Friday,5657,1746,Yes,No,Easter Holiday,No,Type C,Basic
,Monday,11486,,Yes,,None,Yes,Type B,Extended
60,Tuesday,,244,Yes,No,None,Yes,Type A,Extended
43,Sunday,6480,374,Yes,Yes,,Yes,Type D,Extended
76,Tuesday,9033,608,Yes,No,Easter Holiday,Yes,,Basic
68,Friday,1983,,Yes,Yes,None,No,Type A,Basic
5,,9543,852,Yes,Yes,None,Yes,,Basic
37,Thursday,10916,1961,Yes,Yes,None,No,Type D,Extra
72,,11143,1954,Yes,Yes,None,No,Type B,Basic
92,Monday,16581,576,Yes,Yes,None,Yes,Type D,Extended
31,Sunday,2907,,Yes,Yes,None,Yes,Type C,Extra
9,Tuesday,10216,1537,Yes,Yes,Easter Holiday,Yes,Type C,Basic
51,Sunday,9737,1276,Yes,No,,Yes,Type D,Basic
29,Sunday,14757,1227,Yes,Yes,,Yes,Type B,Extra
78,Friday,5174,1198,,No,,Yes,,Extra
,Friday,16708,1251,,Yes,None,Yes,Type B,Basic
41,Wednesday,10297,1834,Yes,Yes,Easter Holiday,Yes,Type B,Extra
86,Friday,2990,765,Yes,Yes,None,Yes,Type C,Extended
11,Friday,6596,667,Yes,No,None,No,Type C,Extended
,Monday,17374,,Yes,No,None,Yes,Type A,Extended
1,Thursday,4775,1468,Yes,Yes,Easter Holiday,Yes,Type B,Basic
46,Wednesday,19445,630,No,Yes,Christmas,Yes,Type D,Extended
21,Monday,16706,258,Yes,Yes,,Yes,Type B,Extra
90,Thursday,15645,1661,,Yes,None,Yes,Type C,
36,Sunday,14668,1549,Yes,No,None,No,Type B,
54,Monday,16960,780,Yes,Yes,None,No,,Extended
87,Saturday,12357,122,Yes,Yes,None,No,Type D,
57,Monday,5435,1170,Yes,No,None,Yes,Type B,Extended
1,Friday,16804,624,Yes,No,None,Yes,Type D,Extended
63,Thursday,18429,828,Yes,,None,No,Type D,Extended
54,Wednesday,15626,1957,No,Yes,None,No,Type C,Extra
55,Wednesday,8951,1829,No,Yes,None,No,Type B,Extra
40,Thursday,7449,243,Yes,Yes,None,Yes,Type D,Extended
15,Friday,4199,1708,Yes,Yes,,Yes,Type C,Extra
21,Tuesday,7768,767,Yes,,None,Yes,Type A,Extra
,Monday,10130,1712,,No,None,No,Type A,Basic
,Friday,9633,,Yes,Yes,None,Yes,Type B,Extended
53,Saturday,19934,780,Yes,Yes,None,Yes,Type D,Extra
9,Sunday,5225,1072,No,Yes,,Yes,Type B,Extra
74,Thursday,17980,898,Yes,Yes,Easter Holiday,Yes,Type D,
52,Monday,7054,184,Yes,Yes,None,Yes,Type C,Extra
57,Wednesday,2505,515,Yes,Yes,None,Yes,Type A,Basic
26,Sunday,,793,No,Yes,,Yes,Type A,Extra
41,Tuesday,16749,,,Yes,None,Yes,Type A,Extra
35,Saturday,11832,555,Yes,Yes,None,Yes,Type A,Basic
63,Wednesday,17344,926,,Yes,None,No,Type B,Extended
25,,,396,Yes,Yes,Public Holiday,Yes,Type D,Extended
90,Monday,2551,1235,Yes,,None,Yes,Type B,Basic
75,Thursday,16154,1353,Yes,Yes,None,Yes,,
38,Sunday,14799,1219,,,,Yes,Type A,Extended
2,Monday,7852,1049,Yes,Yes,,Yes,Type D,Basic
7,Friday,2449,779,Yes,No,None,No,Type B,Extra
82,Tuesday,3659,,Yes,Yes,None,Yes,,Basic
91,,8509,1279,,Yes,,Yes,Type B,Basic
,Friday,3721,520,,,None,Yes,,
91,Thursday,13444,204,Yes,Yes,None,,Type D,Basic
17,Sunday,10637,1828,,No,None,Yes,Type A,Basic
43,,11490,429,,,None,Yes,Type B,Extra
59,Monday,3925,538,Yes,,None,No,Type C,Extended
51,Monday,10824,1255,Yes,Yes,Easter Holiday,No,Type D,Basic
54,Saturday,7240,1990,No,Yes,None,Yes,Type C,Extra
24,Wednesday,17896,481,Yes,Yes,Easter Holiday,Yes,Type A,Basic
25,Saturday,1215,237,Yes,Yes,None,Yes,Type C,Extra
71,Saturday,8299,1042,Yes,Yes,Easter Holiday,Yes,Type D,Extended
52,Monday,,942,Yes,Yes,None,No,Type D,Extra
70,Thursday,11364,369,Yes,Yes,Easter Holiday,Yes,Type D,Extra
88,Friday,4153,1673,Yes,No,None,Yes,Type B,
33,Sunday,2706,495,,Yes,None,No,Type C,Extended
49,Friday,11298,1680,Yes,Yes,None,Yes,Type B,Extra
29,Friday,2567,1012,Yes,Yes,None,Yes,Type D,
63,Tuesday,,563,Yes,Yes,None,Yes,Type D,Basic
22,,11345,,Yes,,None,No,Type A,Extended
26,Sunday,2128,,Yes,Yes,None,No,Type A,Basic
28,Thursday,,1454,,No,None,,Type D,
85,Tuesday,19749,1376,Yes,Yes,None,No,Type B,Extra
49,,6583,1804,Yes,No,None,No,Type B,
,Thursday,5897,,Yes,No,,No,Type D,Basic
81,Saturday,7001,1397,Yes,Yes,,Yes,Type C,Extended
,Thursday,12113,119,,Yes,Christmas,,Type B,Basic
49,Thursday,5567,338,Yes,No,Easter Holiday,Yes,Type D,Basic
20,,10271,1393,,Yes,Public Holiday,Yes,Type A,Extra
86,Thursday,15348,517,Yes,Yes,None,Yes,Type D,Basic
92,Saturday,12703,1433,,Yes,Christmas,,,Extra
63,Saturday,14329,1154,Yes,Yes,None,Yes,Type D,Extended
61,Monday,3741,1949,Yes,Yes,None,Yes,Type C,Basic
49,Thursday,7256,1227,Yes,Yes,Public Holiday,No,Type C,Extra
71,Friday,1228,1805,Yes,Yes,,No,Type B,Basic
1,Thursday,17678,,No,Yes,None,Yes,Type D,Extended
96,Wednesday,5284,1251,Yes,,None,Yes,Type C,Basic
,Wednesday,14264,,Yes,,,Yes,Type C,Basic
94,Friday,14390,1537,Yes,No,None,Yes,Type A,Extra
